cpubid	momid	nonwhite	mage	mom_grade	momtest	csex2	childage	year2	year3	year4	year5	year6	year7	year8	year9	year10	year11	year12	year13	year14	year15	spouse_yn	spouse_age	spouse_grade	family_size	hincome	test_pcntl
626501	6265	1	31	17	38	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	42	12	1.09861	1	68
16503	165	0	43	12	43	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	54	12	1.60944	1	64
538901	5389	0	37	17	93	1	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	37	12	1.38629	1	94
1187602	11876	0	33	12	31	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	38	14	1.38629	1	36
1205703	12057	0	37	12	46	1	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	38	20	1.60944	1	75
329101	3291	0	35	16	45	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	36	16	1.38629	1	75
1191802	11918	0	36	17	90	1	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	38	18	1.60944	1	92
957603	9576	1	46	14	73	1	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	50	16	1.60944	1	84
957602	9576	1	46	14	73	1	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	50	16	1.60944	1	65
846301	8463	1	30	16	71	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	25	14	1.09861	1	82
364101	3641	0	28	12	50	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	1	96
61102	611	0	35	15	75	1	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	50	12	1.38629	1	92
21101	211	0	40	16	64	1	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	42	12	1.79176	1	75
21102	211	0	40	16	64	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	42	12	1.79176	1	75
195102	1951	0	43	18	43	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	41	16	1.38629	1	95
45202	452	0	40	16	46	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	41	14	1.38629	1	61
89803	898	0	37	16	74	1	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	39	18	1.60944	1	86
627702	6277	1	35	15	28	1	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	35	12	1.60944	1	60
418502	4185	1	41	12	32	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	41	12	1.38629	1	94
707501	7075	1	33	16	56	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	33	14	1.38629	1	99
1190501	11905	0	26	12	43	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	12	1.79176	1	36
436802	4368	0	28	12	40	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	12	1.38629	1	68
436801	4368	0	29	12	40	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	12	1.38629	1	79
764902	7649	1	47	13	50	1	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	48	12	1.09861	1	78
591902	5919	1	29	12	17	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	16	1.60944	1	87
172001	1720	1	27	13	25	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40	12	1.09861	1	36
526401	5264	0	31	12	4	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	36	18	2.07944	1	78
847302	8473	1	26	9	32	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	11	1.38629	1	22
8901	89	1	33	16	80	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	30	12	1.60944	1	56
5001	50	0	33	12	79	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	37	12	1.38629	1	87
210203	2102	0	28	12	39	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	12	1.79176	1	47
210202	2102	0	28	12	39	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	12	1.79176	1	22
210201	2102	0	28	12	39	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	12	1.79176	1	68
712402	7124	1	34	12	9	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	38	14	1.38629	1	70
637203	6372	1	50	14	21	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	53	16	1.09861	1	73
342202	3422	0	43	17	67	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	43	18	1.38629	1	89
342201	3422	0	43	17	67	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	43	18	1.38629	1	69
370502	3705	0	28	10	61	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	12	1.38629	1	66
54802	548	0	33	12	63	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	28	12	1.60944	1	83
899601	8996	1	28	12	18	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34	12	1.38629	1	68
993504	9935	1	31	13	80	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	33	12	1.79176	1	68
993503	9935	1	31	13	80	1	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	33	12	1.79176	1	83
552802	5528	0	34	12	31	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	35	12	1.38629	1	92
40102	401	0	32	8	24	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	32	12	1.38629	1	47
343201	3432	0	40	13	95	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	39	16	1.60944	1	97
1191801	11918	0	32	17	90	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	34	18	1.38629	1	99
825702	8257	1	32	13	22	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	37	15	1.60944	1	38
156603	1566	0	30	10	67	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	38	14	1.94591	1	42
1184702	11847	0	30	12	55	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	34	13	1.79176	1	93
185801	1858	0	31	17	73	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	33	14	1.38629	1	38
1184701	11847	0	29	12	55	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	34	13	1.79176	1	80
396401	3964	0	34	16	81	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	36	17	1.38629	1	66
894003	8940	1	42	15	23	1	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	43	13	1.60944	1	36
34401	344	0	36	16	95	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	38	17	1.38629	1	99
467501	4675	0	40	13	47	1	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	41	16	1.09861	1	79
346503	3465	0	34	12	75	1	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	42	13	1.60944	1	93
82801	828	0	36	14	16	1	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	37	14	1.38629	1	89
82802	828	0	37	14	16	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	37	14	1.38629	1	64
1209703	12097	0	42	12	29	1	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	40	15	1.38629	1	48
799702	7997	1	43	12	80	1	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	44	12	1.60944	1	96
192602	1926	0	40	12	32	1	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	36	12	1.38629	1	64
758101	7581	1	38	14	23	1	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	34	12	1.09861	1	86
554601	5546	0	38	12	33	1	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	42	14	1.38629	1	57
101504	1015	0	42	20	74	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	53	16	1.79176	1	28
4902	49	0	37	14	66	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	40	14	1.38629	1	32
350201	3502	1	38	12	47	1	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	42	12	1.38629	1	80
542802	5428	0	43	14	61	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	41	11	1.38629	1	85
167601	1676	0	32	18	86	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	46	20	1.38629	1	86
296402	2964	0	49	16	54	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	49	12	1.38629	1	91
392302	3923	0	35	16	56	1	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	37	18	1.79176	1	65
232201	2322	0	42	12	56	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	40	16	1.09861	1	88
839503	8395	1	35	16	70	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	37	17	1.60944	1	82
839502	8395	1	34	16	70	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	37	17	1.60944	1	60
865202	8652	1	31	12	32	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	33	12	1.60944	1	80
342302	3423	0	37	16	90	1	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	37	14	1.60944	1	91
342301	3423	0	37	16	90	1	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	37	14	1.60944	1	80
580903	5809	1	43	15	19	0	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	44	16	1.60944	1	23
132301	1323	0	38	17	80	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	38	20	1.38629	1	95
228701	2287	0	39	18	89	1	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	40	16	1.60944	1	93
627703	6277	1	37	15	28	1	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	37	12	1.60944	1	88
469201	4692	0	36	18	89	1	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	37	16	1.60944	1	98
1016603	10166	1	30	12	57	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	38	18	1.38629	1	66
284101	2841	0	32	14	97	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	32	18	1.60944	1	77
544502	5445	0	33	14	29	1	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	34	14	1.38629	1	68
12401	124	0	35	15	36	1	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	39	15	1.38629	1	76
899602	8996	1	34	12	18	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	40	12	1.60944	1	47
381701	3817	0	45	18	96	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	57	16	1.09861	1	96
942301	9423	1	41	16	21	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	39	16	1.60944	1	88
516302	5163	0	40	13	69	1	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	.693147	1	23
441101	4411	0	48	14	37	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	46	14	1.38629	1	83
462501	4625	0	34	15	82	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	36	14	1.38629	1	77
712401	7124	1	28	12	9	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	14	1.38629	1	79
462502	4625	0	36	14	82	1	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	38	14	1.38629	1	78
894204	8942	1	42	13	43	1	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	43	16	2.07944	1	89
894205	8942	1	41	13	43	1	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	43	16	2.07944	1	84
132405	1324	0	44	15	25	1	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	53	16	1.94591	1	75
34402	344	0	38	16	95	1	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	41	17	1.38629	1	91
96701	967	0	35	12	12	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	34	15	1.38629	1	67
179901	1799	0	48	14	35	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	35	14	1.60944	1	81
651501	6515	1	38	16	41	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	38	12	1.38629	1	64
86202	862	0	29	11	52	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	12	1.38629	1	50
180402	1804	0	38	17	90	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	39	17	1.60944	1	84
568603	5686	0	39	12	80	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	49	13	1.38629	1	88
21104	211	0	46	16	64	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	48	12	1.79176	1	81
103801	1038	0	33	14	56	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	32	13	1.38629	1	28
465101	4651	0	32	13	31	1	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	39	14	1.38629	1	21
449502	4495	0	41	12	64	1	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.09861	1	68
9701	97	0	36	12	65	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	38	12	1.38629	1	44
685202	6852	1	50	15	74	1	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	50	12	1.38629	1	88
1202202	12022	0	45	12	64	1	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	45	16	1.38629	1	71
484202	4842	0	26	12	45	1	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	27	13	1.79176	1	35
484203	4842	0	26	12	45	1	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	27	13	1.79176	1	35
730502	7305	1	38	16	29	1	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	37	12	1.09861	1	14
23102	231	0	42	12	42	1	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	43	15	1.38629	1	77
74302	743	0	40	18	82	1	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1.09861	1	50
443701	4437	0	35	16	99	1	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	35	16	1.38629	1	87
586103	5861	1	30	12	25	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	36	16	1.60944	1	73
254401	2544	0	35	16	42	1	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	35	12	1.38629	1	16
364103	3641	0	44	18	50	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	35	16	1.38629	1	75
18401	184	0	45	16	62	1	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	46	12	1.09861	1	96
54804	548	0	44	12	63	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	39	12	1.38629	1	23
544202	5442	0	39	15	25	1	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	43	16	1.38629	1	72
757802	7578	1	32	17	59	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	35	16	1.38629	1	90
598602	5986	1	34	12	29	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	37	12	1.38629	1	77
25504	255	0	35	12	42	1	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	38	16	1.94591	1	99
727502	7275	1	28	12	13	1	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07944	1	21
2701	27	0	33	16	97	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	34	16	1.38629	1	84
112304	1123	1	36	13	51	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	37	16	1.94591	1	86
43103	431	0	38	14	71	1	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	43	12	1.60944	1	51
799701	7997	1	41	12	80	1	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	42	12	1.60944	1	96
501902	5019	0	45	16	96	1	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	46	20	1.38629	1	68
469203	4692	0	50	20	89	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	51	16	1.38629	1	71
205801	2058	1	32	12	70	1	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	34	16	1.38629	1	88
387601	3876	0	47	16	53	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	48	16	1.09861	1	46
471301	4713	0	31	14	52	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	31	12	1.38629	1	61
79203	792	0	37	16	26	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	45	14	1.79176	1	55
178601	1786	0	27	12	25	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	29	12	1.60944	1	96
178602	1786	0	26	12	25	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	29	12	1.60944	1	68
576702	5767	1	40	12	49	1	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	41	14	1.38629	1	44
344704	3447	1	39	11	6	1	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	40	16	2.07944	1	5
1181602	11816	0	31	14	86	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	39	16	1.38629	1	87
9702	97	0	38	12	65	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	40	12	1.38629	1	52
238801	2388	1	34	14	40	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	37	19	1.38629	1	54
899603	8996	1	37	12	18	1	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	44	12	1.60944	1	73
352402	3524	0	40	13	26	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.09861	1	11
3701	37	0	39	12	59	1	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	44	12	1.09861	1	97
742201	7422	1	36	12	53	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	37	14	1.38629	1	71
574103	5741	1	42	12	25	1	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	42	13	1.60944	1	73
190502	1905	0	38	12	48	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	40	14	1.79176	1	45
190501	1905	0	38	12	48	1	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	40	14	1.79176	1	59
768801	7688	1	27	12	23	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94591	1	47
101702	1017	0	38	16	71	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	39	14	1.38629	1	34
579802	5798	1	30	12	12	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	31	14	1.38629	1	71
1201801	12018	0	35	12	95	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	36	12	1.38629	1	68
526501	5265	0	33	12	1	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	32	16	1.09861	1	75
23603	236	0	40	13	63	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	41	16	1.60944	1	36
75202	752	0	45	19	84	1	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.09861	1	95
528802	5288	0	38	12	25	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	41	12	1.38629	1	36
367903	3679	0	40	14	55	1	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	41	18	1.60944	1	10
320601	3206	0	37	12	37	1	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	.693147	1	77
509902	5099	0	34	16	92	1	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	39	12	1.38629	1	99
330303	3303	0	36	16	97	1	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	37	16	1.60944	1	89
708402	7084	1	36	18	56	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	39	16	1.60944	1	74
1603	16	0	43	13	57	1	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	44	16	1.60944	1	98
1602	16	0	43	13	57	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	44	16	1.60944	1	84
167101	1671	0	33	13	73	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	35	16	1.38629	1	83
167102	1671	0	33	13	73	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	35	16	1.38629	1	91
1191902	11919	0	42	16	88	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	43	18	1.38629	1	92
391301	3913	0	42	18	85	1	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	41	18	1.38629	1	91
65001	650	0	39	16	80	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	39	16	1.38629	1	27
365101	3651	0	30	12	54	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	31	12	1.09861	1	46
125401	1254	0	28	12	47	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	38	16	1.38629	1	96
519802	5198	1	37	12	48	1	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	39	12	1.60944	1	69
482601	4826	0	36	17	65	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	37	17	1.38629	1	61
230101	2301	0	32	16	86	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	32	16	1.38629	1	91
204202	2042	0	46	17	89	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	56	17	1.38629	1	94
683903	6839	1	41	16	40	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	41	18	1.79176	1	43
184401	1844	0	31	16	85	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	17	1.94591	1	95
453402	4534	0	37	13	72	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	36	16	1.38629	1	27
352401	3524	0	33	13	26	1	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	35	12	1.38629	1	54
180403	1804	0	40	17	90	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	41	17	1.60944	1	95
534101	5341	0	30	16	85	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	30	16	1.38629	1	30
808303	8083	1	43	14	33	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	44	12	1.94591	1	81
90602	906	0	40	19	89	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1.38629	1	72
808304	8083	1	43	14	33	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	44	12	1.94591	1	37
893101	8931	1	46	16	51	1	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	48	12	1.09861	1	75
392304	3923	0	44	16	56	1	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	45	18	1.79176	1	85
24403	244	0	41	12	79	1	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	46	18	1.38629	1	62
149302	1493	0	31	12	48	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	30	12	1.38629	1	58
210204	2102	0	30	12	39	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	12	1.94591	1	82
938102	9381	1	32	14	42	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	41	16	1.60944	1	42
574102	5741	1	34	12	25	1	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	34	13	1.38629	1	58
12402	124	0	36	15	36	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	41	15	1.38629	1	90
1032902	10329	1	35	14	27	1	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	37	15	1.79176	1	92
1256602	12566	1	32	14	61	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	34	15	1.79176	1	83
104901	1049	0	40	17	79	1	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	37	16	1.60944	1	85
287701	2877	0	39	14	84	1	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	42	16	1.38629	1	84
355801	3558	0	33	17	58	1	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	36	13	1.38629	1	94
66001	660	0	34	14	91	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	35	16	1.60944	1	47
251001	2510	0	34	14	77	1	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	34	16	1.38629	1	52
223201	2232	0	36	12	35	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	33	12	1.09861	1	54
368701	3687	0	39	16	41	1	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	43	16	1.38629	1	47
45902	459	0	37	16	87	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	37	20	1.60944	1	57
768901	7689	1	29	16	21	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	12	1.38629	1	82
1130902	11309	0	36	15	49	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	41	13	1.38629	1	44
823504	8235	1	44	14	75	1	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	39	16	1.79176	1	50
16001	160	0	38	14	80	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	38	12	1.09861	1	69
769101	7691	1	40	17	19	1	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	40	15	1.09861	1	80
346702	3467	0	42	12	42	1	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	45	16	1.60944	1	20
123102	1231	0	42	19	74	1	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	43	16	1.38629	1	74
324501	3245	0	43	12	40	1	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	45	12	1.09861	1	76
340202	3402	0	44	16	55	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	42	19	1.60944	1	82
347604	3476	0	42	15	29	1	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	42	12	1.79176	1	69
18002	180	0	30	14	84	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	36	12	1.60944	1	95
18001	180	0	31	14	84	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	36	12	1.60944	1	89
1030901	10309	1	34	16	69	1	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	33	16	1.38629	1	94
437902	4379	0	41	13	84	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	46	13	1.09861	1	48
348602	3486	0	38	14	82	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	38	16	1.79176	1	89
743801	7438	1	28	12	29	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	35	12	1.60944	1	36
395301	3953	1	30	16	31	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	35	16	1.38629	1	73
793001	7930	1	32	13	11	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	33	7	1.60944	1	66
141404	1414	1	30	8	6	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	34	12	1.94591	1	36
125402	1254	0	30	12	47	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	39	16	1.38629	1	91
145402	1454	1	29	12	33	1	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	33	17	1.38629	1	18
302302	3023	0	39	11	35	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	39	12	1.38629	1	54
633903	6339	1	38	13	14	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	44	12	1.60944	1	54
442401	4424	0	39	18	79	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	.693147	1	73
207202	2072	0	32	12	80	1	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	36	12	1.38629	1	61
