"C0000100","C0000200","C0005300","C0005400","C0005500","C0005700","C0005701","C0005702","C0007000","C0054101","C0057501","C0058701","C0059901","C0061100","C0061112","C0061116","C0061120","C0061122","C0061124","C0061126","C0061128","C0061130","C0061132","C0093100","C0093110","C0093200","C0093800","C0099300","C0099310","C0099400","C0100000","C0105500","C0105510","C0105600","C0106200","C0111700","C0111710","C0111800","C0112400","C0119400","C0120000","C0120010","C0120100","C0125800","C0126400","C0126500","C0126600","C0127617","C0127623","C0127624","C0127625","C0127917","C0127923","C0127924","C0127925","C0128017","C0128023","C0128024","C0128025","C0580600","C0800100","C0999300","C1199300","C1508300","C1565200","C1800600","C1988000","C1988500","C1988600","C1988700","C2494000","C2494500","C2494600","C2494700","C2504200","C2521800","C2522300","C2522400","C2522500","C2532700","C2792300","C2792800","C2792900","C2793000","C2803500","C3101800","C3102300","C3102400","C3102500","C3112000","C3602400","C3604100","C3604600","C3604700","C3604800","C3615700","C3982400","C3984100","C3984600","C3984700","C3984800","C3994300","C5526200","C5528000","C5528500","C5528600","C5528700","C5538300","C5802500","C5804300","C5804800","C5804900","C5805000","C5814100","Y2267000","Y3299900"
5803,58,3,1,11,1988,-7,-7,31,16,16,16,16,16,17,17,17,17,17,17,-7,17,17,1,24,16,2,1,26,16,3,1,28,16,3,1,-3,16,4,4,1,32,16,5,1,34,16,5,1,36,16,5,1,38,16,5,1,40,16,-7,-7,-7,-7,-7,81,83,5,1,42,16,5,1,45,16,-7,-7,-7,-7,-7,-7,5,1,48,16,-7,3,1,50,16,-7,17,3,1,52,16,-7,17,3,1,54,16,-7,17,3,1,57,16,-7,17,3,1,59,16,-7,512,-7
6101,61,3,2,3,1993,-7,-7,30,11,12,13,13,14,14,14,14,14,14,14,14,14,14,0,-7,-7,4,0,-7,-7,5,0,-7,-7,4,1,22,15,2,2,1,25,15,2,1,27,15,2,1,29,15,3,1,31,15,4,1,32,15,-7,-7,-7,-7,-7,-7,-7,4,1,34,16,4,1,37,16,44,4,1,39,16,81,5,1,41,16,52,5,1,42,16,58,14,5,1,44,16,-7,14,5,1,46,16,-7,14,4,1,49,16,-7,14,5,1,52,16,-7,512,-7
6102,61,3,1,8,1994,-7,-7,31,11,12,13,13,14,14,14,14,14,14,14,14,14,14,0,-7,-7,4,0,-7,-7,5,0,-7,-7,4,1,22,15,2,2,1,25,15,2,1,27,15,2,1,29,15,3,1,31,15,4,1,32,15,-7,-7,-7,-7,-7,-7,-7,4,1,34,16,4,1,37,16,-7,4,1,39,16,75,5,1,41,16,98,5,1,42,16,84,14,5,1,44,16,90,14,5,1,46,16,-7,14,4,1,49,16,-7,14,5,1,52,16,-7,512,-7
6103,61,3,1,8,2003,-7,-7,40,11,12,13,13,14,14,14,14,14,14,14,14,14,14,0,-7,-7,4,0,-7,-7,5,0,-7,-7,4,1,22,15,2,2,1,25,15,2,1,27,15,2,1,29,15,3,1,31,15,4,1,32,15,-7,-7,-7,-7,-7,-7,-7,4,1,34,16,4,1,37,16,-7,4,1,39,16,-7,5,1,41,16,-7,5,1,42,16,-7,14,5,1,44,16,-7,14,5,1,46,16,54,14,4,1,49,16,92,14,5,1,52,16,86,512,-7
6201,62,3,1,8,1996,-7,-7,32,9,11,12,12,12,12,12,12,12,12,12,13,13,13,0,-7,-7,4,0,-7,-7,5,0,-7,-7,4,0,-7,-7,3,3,0,-7,-7,1,0,-7,-7,2,1,34,12,2,1,36,12,2,1,38,12,-7,-7,-7,-7,-7,-7,-7,3,1,40,12,4,1,42,12,-7,5,1,44,12,-7,5,1,46,12,66,5,1,48,12,80,12,4,0,-7,-7,26,13,4,0,-7,-7,97,14,4,0,-7,-7,-7,16,4,0,-7,-7,-7,512,-7
6202,62,3,2,9,1998,-7,-7,34,9,11,12,12,12,12,12,12,12,12,12,13,13,13,0,-7,-7,4,0,-7,-7,5,0,-7,-7,4,0,-7,-7,3,3,0,-7,-7,1,0,-7,-7,2,1,34,12,2,1,36,12,2,1,38,12,-7,-7,-7,-7,-7,-7,-7,3,1,40,12,4,1,42,12,-7,5,1,44,12,-7,5,1,46,12,94,5,1,48,12,95,12,4,0,-7,-7,83,13,4,0,-7,-7,83,14,4,0,-7,-7,68,16,4,0,-7,-7,-7,512,-7
6203,62,3,2,11,2001,-7,-7,37,9,11,12,12,12,12,12,12,12,12,12,13,13,13,0,-7,-7,4,0,-7,-7,5,0,-7,-7,4,0,-7,-7,3,3,0,-7,-7,1,0,-7,-7,2,1,34,12,2,1,36,12,2,1,38,12,-7,-7,-7,-7,-7,-7,-7,3,1,40,12,4,1,42,12,-7,5,1,44,12,-7,5,1,46,12,-7,5,1,48,12,-7,12,4,0,-7,-7,81,13,4,0,-7,-7,83,14,4,0,-7,-7,72,16,4,0,-7,-7,32,512,-7
6801,68,3,2,8,1993,-7,-7,31,11,13,15,16,16,16,16,16,16,16,16,16,16,16,0,-7,-7,4,0,-7,-7,3,0,-7,-7,2,0,-7,-7,1,1,0,-7,-7,1,0,-7,-7,2,1,31,18,3,1,33,18,4,1,35,18,-7,-7,-7,-7,-7,-7,-7,5,1,37,18,5,1,39,18,80,5,1,41,18,90,5,1,43,18,79,5,1,45,18,83,18,5,1,47,18,-7,16,5,1,48,18,-7,16,5,1,51,18,-7,16,5,1,54,18,-7,512,7
6802,68,3,1,7,1995,-7,-7,33,11,13,15,16,16,16,16,16,16,16,16,16,16,16,0,-7,-7,4,0,-7,-7,3,0,-7,-7,2,0,-7,-7,1,1,0,-7,-7,1,0,-7,-7,2,1,31,18,3,1,33,18,4,1,35,18,-7,-7,-7,-7,-7,-7,-7,5,1,37,18,5,1,39,18,-7,5,1,41,18,98,5,1,43,18,93,5,1,45,18,93,18,5,1,47,18,89,16,5,1,48,18,-7,16,5,1,51,18,-7,16,5,1,54,18,-7,512,-7
6803,68,3,2,12,1996,-7,-7,34,11,13,15,16,16,16,16,16,16,16,16,16,16,16,0,-7,-7,4,0,-7,-7,3,0,-7,-7,2,0,-7,-7,1,1,0,-7,-7,1,0,-7,-7,2,1,31,18,3,1,33,18,4,1,35,18,-7,-7,-7,-7,-7,-7,-7,5,1,37,18,5,1,39,18,-7,5,1,41,18,-7,5,1,43,18,65,5,1,45,18,95,18,5,1,47,18,51,16,5,1,48,18,-3,16,5,1,51,18,-7,16,5,1,54,18,-7,512,-7
7501,75,3,2,1,1994,-7,-7,31,11,13,15,16,16,16,16,16,16,16,16,16,16,16,0,-7,-7,5,0,-7,-7,6,0,-7,-7,1,0,-7,-7,1,1,0,-7,-7,1,0,-7,-7,2,1,30,16,3,1,32,16,3,1,34,16,-7,-7,-7,-7,-7,-7,-7,4,1,36,16,4,1,38,16,-7,4,1,40,16,-7,4,1,42,16,-3,4,1,43,16,-3,16,4,1,46,16,-3,16,4,1,47,16,-7,16,4,1,50,16,-7,16,4,1,53,16,-7,512,-7
7502,75,3,2,6,1996,-7,-7,34,11,13,15,16,16,16,16,16,16,16,16,16,16,16,0,-7,-7,5,0,-7,-7,6,0,-7,-7,1,0,-7,-7,1,1,0,-7,-7,1,0,-7,-7,2,1,30,16,3,1,32,16,3,1,34,16,-7,-7,-7,-7,-7,-7,-7,4,1,36,16,4,1,38,16,-7,4,1,40,16,-7,4,1,42,16,-3,4,1,43,16,-3,16,4,1,46,16,-3,16,4,1,47,16,-3,16,4,1,50,16,-7,16,4,1,53,16,-7,512,-7
7801,78,3,2,3,1989,-7,-7,31,16,16,16,16,16,16,16,16,16,16,16,-7,16,16,0,-7,-7,5,0,-7,-7,5,0,-7,-7,5,0,-7,-7,4,2,1,30,16,3,1,32,16,4,1,34,16,4,1,36,16,4,1,38,16,-7,-7,-7,-7,-7,90,97,5,1,40,16,6,1,42,16,99,-7,-7,-7,-7,-7,6,1,46,16,-7,6,1,48,16,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
7802,78,3,2,2,1992,-7,-7,34,16,16,16,16,16,16,16,16,16,16,16,-7,16,16,0,-7,-7,5,0,-7,-7,5,0,-7,-7,5,0,-7,-7,4,2,1,30,16,3,1,32,16,4,1,34,16,4,1,36,16,4,1,38,16,-7,-7,-7,-7,-7,-7,96,5,1,40,16,6,1,42,16,86,-7,-7,-7,-7,-7,6,1,46,16,48,6,1,48,16,27,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
7803,78,3,1,9,1996,-7,-7,39,16,16,16,16,16,16,16,16,16,16,16,-7,16,16,0,-7,-7,5,0,-7,-7,5,0,-7,-7,5,0,-7,-7,4,2,1,30,16,3,1,32,16,4,1,34,16,4,1,36,16,4,1,38,16,-7,-7,-7,-7,-7,-7,-7,5,1,40,16,6,1,42,16,-7,-7,-7,-7,-7,-7,6,1,46,16,27,6,1,48,16,67,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
7804,78,3,2,1,2000,-7,-7,42,16,16,16,16,16,16,16,16,16,16,16,-7,16,16,0,-7,-7,5,0,-7,-7,5,0,-7,-7,5,0,-7,-7,4,2,1,30,16,3,1,32,16,4,1,34,16,4,1,36,16,4,1,38,16,-7,-7,-7,-7,-7,-7,-7,5,1,40,16,6,1,42,16,-7,-7,-7,-7,-7,-7,6,1,46,16,-7,6,1,48,16,64,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
8601,86,2,2,11,1977,-7,-7,17,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,-7,-7,2,0,-7,-7,2,0,-7,-7,2,0,-7,-7,2,2,0,-7,-7,2,0,-7,-7,2,0,-7,-7,2,0,-7,-7,3,0,-7,-7,91,68,67,-3,-7,-7,-7,3,0,-7,-7,2,0,-7,-7,-7,2,0,-7,-7,-7,2,0,-7,-7,-7,2,0,-7,-7,-7,10,1,0,-7,-7,-7,11,1,0,-7,-7,-7,11,1,0,-7,-7,-7,11,1,0,-7,-7,-7,512,-7
8901,89,2,2,4,1986,-7,-7,27,14,16,16,16,16,16,16,16,16,16,16,16,16,16,0,-7,-7,5,0,-7,-7,1,0,-7,-7,1,0,-7,-7,1,2,0,-7,-7,2,0,-7,-7,5,1,30,12,5,1,32,12,7,1,34,12,-7,-7,-7,56,-7,91,56,6,1,36,12,3,1,38,12,-7,3,1,40,12,-7,3,1,42,12,-7,4,1,44,12,-7,16,2,1,46,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
9101,91,3,1,1,1994,-7,-7,30,9,11,13,15,16,16,16,16,16,16,-7,16,16,16,0,-7,-7,5,0,-7,-7,5,0,-7,-7,4,1,24,12,2,2,1,26,12,2,1,28,12,2,1,30,13,3,1,32,14,3,1,34,14,-7,-7,-7,-7,-7,-7,-7,4,1,36,14,-7,-7,-7,-7,-7,4,1,40,14,-3,4,1,42,14,-3,4,1,43,14,43,16,4,1,46,14,-3,16,4,1,47,14,-7,16,4,1,50,14,-7,16,4,1,53,14,-7,512,5
9102,91,3,1,10,1996,-7,-7,33,9,11,13,15,16,16,16,16,16,16,-7,16,16,16,0,-7,-7,5,0,-7,-7,5,0,-7,-7,4,1,24,12,2,2,1,26,12,2,1,28,12,2,1,30,13,3,1,32,14,3,1,34,14,-7,-7,-7,-7,-7,-7,-7,4,1,36,14,-7,-7,-7,-7,-7,4,1,40,14,-3,4,1,42,14,-3,4,1,43,14,92,16,4,1,46,14,-3,16,4,1,47,14,-3,16,4,1,50,14,-7,16,4,1,53,14,-7,512,-7
9201,92,3,1,11,1982,-7,-7,20,10,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,4,0,-7,-7,4,0,-7,-7,2,1,23,12,3,3,1,26,12,3,1,28,12,4,1,30,12,4,1,32,12,4,1,34,12,-7,87,91,92,45,82,-7,4,1,36,12,3,0,-7,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,2,0,-7,-7,-7,12,2,0,-7,-7,-7,12,2,0,-7,-7,-7,12,2,0,-7,-7,-7,12,2,0,-7,-7,-7,512,-7
9202,92,3,1,4,1992,-7,-7,29,10,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,4,0,-7,-7,4,0,-7,-7,2,1,23,12,3,3,1,26,12,3,1,28,12,4,1,30,12,4,1,32,12,4,1,34,12,-7,-7,-7,-7,-7,-7,-3,4,1,36,12,3,0,-7,-7,90,3,0,-7,-7,77,3,0,-7,-7,-7,2,0,-7,-7,-3,12,2,0,-7,-7,-7,12,2,0,-7,-7,-7,12,2,0,-7,-7,-7,12,2,0,-7,-7,-7,512,-7
9501,95,3,1,10,1985,-7,-7,25,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,4,0,-7,-7,4,1,28,12,2,1,30,12,3,4,1,32,12,5,1,34,12,5,1,37,12,5,1,38,12,5,1,40,12,-7,-7,-7,38,78,59,-3,5,1,42,12,5,1,45,12,-7,4,0,-7,-7,-7,4,0,-7,-7,-7,4,0,-7,-7,-7,12,4,0,-7,-7,-7,12,4,0,-7,-7,-7,12,4,0,-7,-7,-7,12,1,0,-7,-7,-7,512,-7
9502,95,3,1,6,1987,-7,-7,26,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,4,0,-7,-7,4,1,28,12,2,1,30,12,3,4,1,32,12,5,1,34,12,5,1,37,12,5,1,38,12,5,1,40,12,-7,-7,-7,-7,-7,38,38,5,1,42,12,5,1,45,12,-7,4,0,-7,-7,-7,4,0,-7,-7,-7,4,0,-7,-7,-7,12,4,0,-7,-7,-7,12,4,0,-7,-7,-7,12,4,0,-7,-7,-7,12,1,0,-7,-7,-7,512,-7
9503,95,3,1,12,1988,-7,-7,28,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,4,0,-7,-7,4,1,28,12,2,1,30,12,3,4,1,32,12,5,1,34,12,5,1,37,12,5,1,38,12,5,1,40,12,-7,-7,-7,-7,-7,65,89,5,1,42,12,5,1,45,12,-7,4,0,-7,-7,92,4,0,-7,-7,-7,4,0,-7,-7,-7,12,4,0,-7,-7,-7,12,4,0,-7,-7,-7,12,4,0,-7,-7,-7,12,1,0,-7,-7,-7,512,-7
9601,96,3,2,10,1980,-7,-7,19,11,12,12,12,11,11,11,11,11,11,11,11,11,11,0,-7,-7,1,0,-7,-7,2,0,-7,-7,2,0,-7,-7,2,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,99,94,-3,86,42,-7,-7,4,0,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,12,3,0,-7,-7,-7,12,3,0,-7,-7,-7,12,2,0,-7,-7,-7,12,3,1,56,12,-7,512,-7
9602,96,3,2,12,1986,-7,-7,25,11,12,12,12,11,11,11,11,11,11,11,11,11,11,0,-7,-7,1,0,-7,-7,2,0,-7,-7,2,0,-7,-7,2,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,-7,-7,-7,-3,-3,74,76,4,0,-7,-7,3,0,-7,-7,61,3,0,-7,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,12,3,0,-7,-7,-7,12,3,0,-7,-7,-7,12,2,0,-7,-7,-7,12,3,1,56,12,-7,512,-7
9603,96,3,1,5,1998,-7,-7,36,11,12,12,12,11,11,11,11,11,11,11,11,11,11,0,-7,-7,1,0,-7,-7,2,0,-7,-7,2,0,-7,-7,2,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,0,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,82,3,0,-7,-7,86,12,3,0,-7,-7,62,12,3,0,-7,-7,50,12,2,0,-7,-7,64,12,3,1,56,12,-7,512,-7
9701,97,3,1,6,1987,-7,-7,29,12,12,12,12,12,12,12,12,12,12,14,14,14,14,0,-7,-7,1,0,-7,-7,1,0,-7,-7,3,1,20,12,2,3,1,33,12,4,1,34,12,4,1,36,12,4,1,38,12,4,1,40,12,-7,-7,-7,-7,44,42,79,4,1,42,12,4,1,45,12,73,4,1,47,12,-7,4,1,48,12,-7,4,1,50,12,-7,14,3,1,52,12,-7,14,2,1,54,12,-7,14,3,1,57,12,-7,14,3,1,59,12,-7,512,-7
9702,97,3,1,6,1989,-7,-7,31,12,12,12,12,12,12,12,12,12,12,14,14,14,14,0,-7,-7,1,0,-7,-7,1,0,-7,-7,3,1,20,12,2,3,1,33,12,4,1,34,12,4,1,36,12,4,1,38,12,4,1,40,12,-7,-7,-7,-7,-7,52,50,4,1,42,12,4,1,45,12,24,4,1,47,12,31,4,1,48,12,-7,4,1,50,12,-7,14,3,1,52,12,-7,14,2,1,54,12,-7,14,3,1,57,12,-7,14,3,1,59,12,-7,512,-7
9801,98,3,1,9,1987,-7,-7,30,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,-7,-7,1,1,24,16,2,1,26,16,2,1,28,16,2,3,1,30,16,3,1,32,16,4,1,34,16,4,1,36,16,5,1,38,16,-7,-7,-7,-7,94,98,96,5,1,40,16,5,1,42,16,89,5,1,44,16,-7,5,1,46,16,-7,5,1,48,16,-7,13,5,1,50,16,-7,13,5,1,52,16,-7,13,5,1,54,16,-7,13,5,1,57,16,-7,512,-7
9802,98,3,1,10,1990,-7,-7,33,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,-7,-7,1,1,24,16,2,1,26,16,2,1,28,16,2,3,1,30,16,3,1,32,16,4,1,34,16,4,1,36,16,5,1,38,16,-7,-7,-7,-7,-7,-7,98,5,1,40,16,5,1,42,16,90,5,1,44,16,78,5,1,46,16,73,5,1,48,16,-7,13,5,1,50,16,-7,13,5,1,52,16,-7,13,5,1,54,16,-7,13,5,1,57,16,-7,512,-2
9803,98,3,1,10,1994,-7,-7,37,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,-7,-7,1,1,24,16,2,1,26,16,2,1,28,16,2,3,1,30,16,3,1,32,16,4,1,34,16,4,1,36,16,5,1,38,16,-7,-7,-7,-7,-7,-7,-7,5,1,40,16,5,1,42,16,88,5,1,44,16,87,5,1,46,16,92,5,1,48,16,97,13,5,1,50,16,94,13,5,1,52,16,-7,13,5,1,54,16,-7,13,5,1,57,16,-7,512,-7
9901,99,3,1,6,1987,-7,-7,29,14,14,-7,14,14,14,14,14,14,14,14,14,14,14,0,-7,-7,4,1,27,15,2,-7,-7,-7,-7,1,31,15,2,3,1,33,15,3,1,-3,15,3,1,37,15,4,1,39,15,3,0,-7,-7,-7,-7,-7,-3,98,99,84,4,1,43,0,4,1,45,15,73,4,1,47,15,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,14,3,0,-7,-7,-7,14,3,0,-7,-7,-7,14,3,0,-7,-7,-7,14,3,0,-7,-7,-7,512,-7
9902,99,3,1,3,1993,-7,-7,35,14,14,-7,14,14,14,14,14,14,14,14,14,14,14,0,-7,-7,4,1,27,15,2,-7,-7,-7,-7,1,31,15,2,3,1,33,15,3,1,-3,15,3,1,37,15,4,1,39,15,3,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,1,43,0,4,1,45,15,85,4,1,47,15,89,3,0,-7,-7,84,3,0,-7,-7,73,14,3,0,-7,-7,-7,14,3,0,-7,-7,-7,14,3,0,-7,-7,-7,14,3,0,-7,-7,-7,512,-7
10001,100,3,1,6,1985,-7,-7,21,9,9,-7,9,9,12,12,12,12,12,12,12,12,12,0,-7,-7,2,0,-7,-7,2,-7,-7,-7,-7,0,-7,-7,2,2,0,-7,-7,2,0,-7,-7,4,1,38,14,5,1,40,14,3,0,-7,-7,-7,-7,-3,-3,86,55,56,3,0,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,13,3,0,-7,-7,-7,13,4,0,-7,-7,-7,13,2,0,-7,-7,-7,13,2,0,-7,-7,-7,512,-7
10002,100,3,1,5,1991,-7,-7,27,9,9,-7,9,9,12,12,12,12,12,12,12,12,12,0,-7,-7,2,0,-7,-7,2,-7,-7,-7,-7,0,-7,-7,2,2,0,-7,-7,2,0,-7,-7,4,1,38,14,5,1,40,14,3,0,-7,-7,-7,-7,-7,-7,-7,-7,80,3,0,-7,-7,3,0,-7,-7,-3,3,0,-7,-7,-3,3,0,-7,-7,31,3,0,-7,-7,-7,13,3,0,-7,-7,-7,13,4,0,-7,-7,-7,13,2,0,-7,-7,-7,13,2,0,-7,-7,-7,512,-7
10003,100,3,2,2,1993,-7,-7,29,9,9,-7,9,9,12,12,12,12,12,12,12,12,12,0,-7,-7,2,0,-7,-7,2,-7,-7,-7,-7,0,-7,-7,2,2,0,-7,-7,2,0,-7,-7,4,1,38,14,5,1,40,14,3,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,0,-7,-7,3,0,-7,-7,-3,3,0,-7,-7,-3,3,0,-7,-7,34,3,0,-7,-7,18,13,3,0,-7,-7,-7,13,4,0,-7,-7,-7,13,2,0,-7,-7,-7,13,2,0,-7,-7,-7,512,-7
10201,102,3,1,4,1992,-7,-7,27,9,11,13,15,15,16,16,16,16,16,-7,16,16,16,0,-7,-7,5,0,-7,-7,5,0,-7,-7,3,0,-7,-7,3,3,0,-7,-7,2,0,-7,-7,3,1,26,14,3,1,28,14,3,1,30,14,-7,-7,-7,-7,-7,-7,-7,3,1,32,14,-7,-7,-7,-7,-7,3,1,36,14,-7,3,1,38,14,-7,3,1,40,14,-3,16,3,1,42,14,-7,16,3,1,45,14,-7,16,3,1,46,14,-7,16,3,1,49,14,-7,512,-7
11101,111,3,2,4,1982,-7,-7,22,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,24,12,4,1,26,12,2,1,28,12,4,1,30,12,6,5,1,32,12,5,1,34,12,5,1,36,12,5,1,38,12,5,1,40,12,-7,64,69,81,82,70,-7,5,1,42,12,5,1,44,12,-7,4,1,46,12,-7,3,1,48,12,-7,3,1,50,12,-7,12,3,1,52,12,-7,12,3,1,54,12,-7,12,2,1,56,12,-7,12,2,1,59,12,-7,512,-7
11102,111,3,2,8,1983,-7,-7,24,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,24,12,4,1,26,12,2,1,28,12,4,1,30,12,6,5,1,32,12,5,1,34,12,5,1,36,12,5,1,38,12,5,1,40,12,-7,-7,-3,68,-3,79,-7,5,1,42,12,5,1,44,12,-7,4,1,46,12,-7,3,1,48,12,-7,3,1,50,12,-7,12,3,1,52,12,-7,12,3,1,54,12,-7,12,2,1,56,12,-7,12,2,1,59,12,-7,512,-7
11103,111,3,1,3,1987,-7,-7,27,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,24,12,4,1,26,12,2,1,28,12,4,1,30,12,6,5,1,32,12,5,1,34,12,5,1,36,12,5,1,38,12,5,1,40,12,-7,-7,-7,-7,63,26,64,5,1,42,12,5,1,44,12,73,4,1,46,12,-7,3,1,48,12,-7,3,1,50,12,-7,12,3,1,52,12,-7,12,3,1,54,12,-7,12,2,1,56,12,-7,12,2,1,59,12,-7,512,5
11201,112,3,1,7,1982,-7,-7,18,9,11,11,11,11,11,11,11,11,11,-7,11,11,11,0,-7,-7,5,1,25,12,2,1,27,12,3,0,-7,-7,6,5,0,-7,-7,3,0,-7,-7,2,0,-7,-7,3,1,31,16,3,1,33,16,-7,-3,82,96,76,61,-7,4,1,35,16,-7,-7,-7,-7,-7,3,0,-7,-7,-7,2,0,-7,-7,-7,2,0,-7,-7,-7,11,2,0,-7,-7,-7,11,2,0,-7,-7,-7,12,2,0,-7,-7,-7,12,2,0,-7,-7,-7,512,-7
11202,112,3,2,9,1997,-7,-7,33,9,11,11,11,11,11,11,11,11,11,-7,11,11,11,0,-7,-7,5,1,25,12,2,1,27,12,3,0,-7,-7,6,5,0,-7,-7,3,0,-7,-7,2,0,-7,-7,3,1,31,16,3,1,33,16,-7,-7,-7,-7,-7,-7,-7,4,1,35,16,-7,-7,-7,-7,-7,3,0,-7,-7,-7,2,0,-7,-7,66,2,0,-7,-7,47,11,2,0,-7,-7,84,11,2,0,-7,-7,70,12,2,0,-7,-7,-7,12,2,0,-7,-7,-7,512,3
11501,115,3,2,4,1993,-7,-7,32,12,14,16,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,5,0,-7,-7,1,0,-7,-7,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,16,6,1,-3,-3,-7,512,-7
11502,115,3,2,5,1994,-7,-7,33,12,14,16,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,5,0,-7,-7,1,0,-7,-7,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,16,6,1,-3,-3,-7,512,-7
11503,115,3,2,3,1996,-7,-7,35,12,14,16,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,5,0,-7,-7,1,0,-7,-7,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,16,6,1,-3,-3,-7,512,-7
11504,115,3,2,7,1997,-7,-7,36,12,14,16,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,5,0,-7,-7,1,0,-7,-7,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,16,6,1,-3,-3,-7,512,-7
11801,118,3,1,12,1981,-7,-7,20,9,9,9,9,-7,9,9,9,9,9,-7,-7,-7,-7,0,-7,-7,2,1,26,14,4,0,-7,-7,1,0,-7,-7,3,-7,-7,-7,-7,2,1,30,12,3,1,31,12,3,1,33,12,3,1,35,12,-7,-7,-7,-7,-7,-7,-7,3,1,37,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
